,id,name,lat,lng,subCategory,location,language,polarity,rating,source,text,time,wordsCount,details,tr
10,26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,10,0.0,Foursquare,Smerigste en slechtste snackbar van a'dam zuid!,2011-07-29,7,http://tour-pedia.org/api/getReviewDetails?id=52a7388dae9eef5a5063af36,It's the worst and the worst snackbar of a'dam zuid!
11,26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,10,0.0,Foursquare,Eet geen gele sneeuw!,2011-03-09,4,http://tour-pedia.org/api/getReviewDetails?id=52a7388dae9eef5a5063af37,"No snow, no yellow snow!"
12,26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,0,1.0,GooglePlaces,"RAMPZALIG SLECHT en GEZONDHEIDSRISICO !!! Na tegenvallen in verleden (hun specialiteiten hebben ze niet!) ze een laatste kans gegeven: broodjes combineren is niet mogelijk (bijv. lam + kouseband (wellicht omdat ze beide niet hadden...?) Dan maar broodje rundvlees meegenomen: ik heb thuis de eerste hap uitgespuugd en de rest weggegooid, want het vlees was koud, KEIHARD, smakeloos en waarschijnlijk al dagen oud! Gun deze mensen aub zo snel als mogelijk hun pensioen...",2013-07-22,70,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3ebe,"RAMPZALIG SLECHT and GEZONDHEIDSRISICO!!! After encounters in the past (they don't have any specialties!) they gave them a last chance: it's not possible to combine breads (e.g. lamb + cucumber band (well of course because they didn't have both...?) And just a little round meat bread: I threw out the first dish at home and threw away the rest, because the meat was cold, KEIHARD, delicious and probably already days old! To these people, let them retire as soon as possible and retire as soon as possible..."
13,26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,0,1.0,GooglePlaces,Ontzettend onbeschoft personeel. Ik heb een online bestelling gedaan en toen men na 45 minuten vertraging nog steeds niet geweest was en ik ging bellen gooide men tot 3 keer toe de telefoon erop. Ik zal hier nooit meer iets bestellen.,2009-12-20,39,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3ebf,"I've done an online order, and when they got 45 minutes late and they still didn't have it, and I'm on the phone, they're down to three times putting the phone on the phone, and I'm never, ever going to order anything from here."
14,258966,My Burrito,52.366462,4.869018,,Amsterdam,en,5,5.0,GooglePlaces,"Great, simple burritos. Nice place.",2012-06-09,5,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3f93,"Great, simple burritos. Nice place."
15,258966,My Burrito,52.366462,4.869018,,Amsterdam,en,10,4.0,GooglePlaces,Nice guy! Burrito good but not too special,2010-11-16,8,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3f94,Nice guy! Burrito good but not too special
16,258966,My Burrito,52.366462,4.869018,,Amsterdam,nl,10,4.0,GooglePlaces,Herlijk burrito gehad met lekker nacho&#39;s voor en zachte prijs. Leuk beurt ook en gezellig restaurant met een open keuken. Zou ik het helemaal aanbevelen !,2012-04-09,26,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3f95,We had traditional burrito with delicious nacho's for and low price. Nice event too and nice restaurant with open kitchen. I would totally recommend it!
17,258646,Café De Zuid,52.376503,4.937813,,Amsterdam,nl,5,4.0,GooglePlaces,Lekker eten in een prettige sfeer. Vriendelijke bediening. Leuke lokale tent.,2013-07-28,11,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3bc9,I enjoyed eating in a pleasant atmosphere. Friendly management. Nice local tent.
18,258646,Café De Zuid,52.376503,4.937813,,Amsterdam,sv,0,4.0,GooglePlaces,"Var där en söndag runt 14:00 tiden, och det var inte så mycket folk där, man kunde insupa miljön och njuta av några Nederländska öl medan en skur regn stoppade cykelturen.",2011-05-29,36,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3bca,"There was a Sunday afternoon at 2 p.m., and there wasn't a lot of people there, and you could dive in and you could enjoy some Dutch beer, and a bitter rain stopped the bicycle wheel."
19,259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,en,5,5.0,GooglePlaces,"Really awesome, really quick food. Great sauces. Very nice guy working there. Just all around lekker.",2012-08-07,16,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4951,"Really awesome, really quick food. Great sauces. Very nice guy working there. Just all around lekker."
20,259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,en,10,5.0,GooglePlaces,i really liked the sushi made by them ... the cook just rocks and the taste is in it originals.... if u haven&#39;t taste then you must be missin something....good luck n god bless..,2011-04-13,35,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4952,i really liked the sushi made by them ... the cook just rocks and the taste is in it originals.... if u haven&#39;t taste then you must be missin something....good luck n god bless..
21,259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,it,10,5.0,GooglePlaces,Il miglior Wok Tibetano che abbia mai mangiato!!!!!! Per 3 Euro!!!!!! Da provare la salsa segreta dello chef... DA NON PERDERE!!!!!,2012-07-12,20,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4953,The best Tibetan Wok I've ever eaten! For three euros! To try the chef's secret sauce! Don't miss it!
22,259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,nl,10,2.0,GooglePlaces,"Online een sushi bestelling geplaatst, keurig een bevestiging ontvangen. Is het na een uur nog niet bezorgt. Bij het nabellen wordt mijn bestelling pas na minuten terug gevonden. Vervolgens bellen zij mij later terug met de boodschap: Dat de rijst op is..!? Oftewel, stel prutsers.",2013-03-02,45,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4954,"Online I placed a sushi order online, got a decent confirmation, didn't get it in an hour. I can't get it in an hour. By the time I check out, my order will be found within minutes. Then they'll call me back later with the message: ""That's the rice on the rice cake, huh?"" Often, set your pants down."
23,259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,nl,10,5.0,GooglePlaces,wuuuaaaauu. nl wat is het lekker om bij sonchi te eten!!! ik ga bijna elke dag. Ten eerste alles is vers vers en ten tweede heel goedkoop en lekker. ik raad iedereen aan om het te proberen en je zult zien waar over ik het heb. een dikke tien.,2012-08-16,49,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4955,"I go almost every day. First of all, everything is fresh, fresh, and secondly, very cheap and delicious. I recommend everybody to try it and you'll see what I'm talking about. A big 10."
24,259301,Njoy,52.363776,4.884055,,Amsterdam,en,9,5.0,GooglePlaces,"One of the best kept secrets of the Leidseplein area! Great atmosphere and really terrific staff! Caroline took such good care of us that we came back several times! (&quot;Sir&quot; says thank you again) The drinks are deliciously creative, like nothing you&#39;ve every tasted! Add this place to your &quot;to-do&quot; list!",2012-06-22,56,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cb,"One of the best kept secrets of the Leidseplein area! Great atmosphere and really terrific staff! Caroline took such good care of us that we came back several times! (&quot;Sir&quot; says thank you again) The drinks are deliciously creative, like nothing you&#39;ve every tasted! Add this place to your &quot;to-do&quot; list!"
25,259301,Njoy,52.363776,4.884055,,Amsterdam,en,10,5.0,GooglePlaces,Best cocktailbar you&#39;ll find in AMS. Everything is fresh made. Great quality and service.,2012-11-24,15,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cc,Best cocktailbar you&#39;ll find in AMS. Everything is fresh made. Great quality and service.
26,259301,Njoy,52.363776,4.884055,,Amsterdam,en,10,4.0,GooglePlaces,Great place to go with the girlies and have cocktails 😋,2013-05-02,10,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cd,Great place to go with the girlies and have cocktails 😋
27,259301,Njoy,52.363776,4.884055,,Amsterdam,en,8,4.0,GooglePlaces,A good variation of cocktails and you can ask the staff for a custom drink if you don&#39;t like what&#39;s on the menu. Place is a bit small and is easily full during the prime hours.,2012-05-12,38,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43ce,A good variation of cocktails and you can ask the staff for a custom drink if you don&#39;t like what&#39;s on the menu. Place is a bit small and is easily full during the prime hours.
28,259301,Njoy,52.363776,4.884055,,Amsterdam,en,10,5.0,GooglePlaces,Quality drinks! Nice Ambiance semi exclusive (no bouncer),2012-01-21,8,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cf,Quality drinks! Nice Ambiance semi exclusive (no bouncer)
29,26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,en,10,0.0,Foursquare,NeighBourFood 🍴🍕🍹Market good food 🍝 vintage 🎀 music 🎵 drinks 🍷every 3rd Sunday of the month at the WesterGasfabriek..❗,2013-07-28,16,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0ad,NeighBourFood 🍴🍕🍹Market good food 🍝 vintage 🎀 music 🎵 drinks 🍷every 3rd Sunday of the month at the WesterGasfabriek..❗
30,26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,en,10,0.0,Foursquare,Petit Gateau makes not only the most beautiful but also the most tasty sweets of the market,2013-05-19,17,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0ae,Petit Gateau makes not only the most beautiful but also the most tasty sweets of the market
31,26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,ro,0,0.0,Foursquare,Boboti pies are great!,2012-10-28,4,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0af,Boboti pies is great!
32,26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,en,5,0.0,Foursquare,"bao project: spicy pork buns, tofu or chicken",2012-04-22,8,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0b0,"bao project: spicy pork buns, tofu or chicken"
33,26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,so,0,0.0,Foursquare,Y🍝U🍤M🍵M🍷Y,2013-07-28,5,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0b1,
34,26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,nl,10,0.0,Foursquare,Eén keer in de maand op zondag genieten van lekker eten op het Westergasterrein.,2013-04-03,15,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0b2,Once a month on Sundays you can enjoy delicious food on the Westergas Field.
35,27892,De Keet,52.338365,4.92647,,Amsterdam,nl,10,0.0,Foursquare,"De turkse pizza's met dönner en sla en tomaat en kaas en sambal en knoflooksaus à € 3,50 zijn verrukkulluk!",2010-04-07,18,http://tour-pedia.org/api/getReviewDetails?id=52a738ccae9eef5a5063e3fe,"De Turkish pizzas with turnner and sla and tomatoes and cheese and sausage and sambal and knoflooksaus at € 3,50 are a great treat!"
36,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,"The food is ambitious, an international menu with a Dutch twist offering both classics and more inventive dishes, and changing for each of the seasons.",2013-10-18,25,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7da,"The food is ambitious, an international menu with a Dutch twist offering both classics and more inventive dishes, and changing for each of the seasons."
37,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0.0,Foursquare,Delicious and real Dutch cuisine.,2013-07-13,5,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7db,Delicious and real Dutch cuisine.
38,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0.0,Foursquare,"Can't go wrong with anything on the menu. Delicious, fresh, elegant food. Definitely make a reservation.",2013-05-17,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7dc,"Can't go wrong with anything on the menu. Delicious, fresh, elegant food. Definitely make a reservation."
39,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,A good restaurant to eat. Worth trying :),2013-02-19,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7dd,A good restaurant to eat. Worth trying :)
40,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,"Love everything about this place. If you want to save some bucks and get extra special attention, go there for lunch!",2012-08-04,21,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7de,"Love everything about this place. If you want to save some bucks and get extra special attention, go there for lunch!"
41,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,"If you like really great food, this is the place to go. Lamsbout as primary is really good. Nice detail about how they serve tea: the tea bags are placed in a hollow brick. Nice creative touch.",2012-06-15,37,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7df,"If you like really great food, this is the place to go. Lamsbout as primary is really good. Nice detail about how they serve tea: the tea bags are placed in a hollow brick. Nice creative touch."
42,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,af,0,0.0,Foursquare,Entrecôte was 2 die 4,2012-05-27,4,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e0,I was on a two-day four-hour stand.
43,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,Tell the chef you love/know/are the Gaslamp Killer and he will cook the best menu of his life for you.,2011-09-04,22,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e1,Tell the chef you love/know/are the Gaslamp Killer and he will cook the best menu of his life for you.
44,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,3 course is also great!,2011-09-03,4,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e2,3 course is also great!
45,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,Really good and weirdly affordable food.,2011-08-16,6,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e3,Really good and weirdly affordable food.
46,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0.0,Foursquare,"Order the snack platter with cheese from Kef, roasted beetroots, gherkins, farmer's pate and sourdough bread.",2011-04-22,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e4,"Order the snack platter with cheese from Kef, roasted beetroots, gherkins, farmer's pate and sourdough bread."
47,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0.0,Foursquare,"Cool new restaurant: peeps, vibe, food...",2010-09-29,6,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e5,"Cool new restaurant: peeps, vibe, food..."
48,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,Have the chef's 4-course meal. It's great. Also: look inside the kitchen. You might learn something.,2010-08-06,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e6,Have the chef's 4-course meal. It's great. Also: look inside the kitchen. You might learn something.
49,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0.0,Foursquare,The 4 course chef menue is highly recommended.,2010-06-20,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e7,The 4 course chef menue is highly recommended.
50,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,Puur en ongedwongen. Heerlijk gegeten en vriendelijke bediening.,2013-10-04,8,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e8,"Puur en ongedwongen. Delicious, delicious, and friendly service."
51,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,"Leuk restaurant, heerlijk gegeten. De gereserveerde naam geschreven op de tafel met een krijtje geeft het een persoonlijk tintje!",2013-04-20,19,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e9,"Great restaurant, delicious food. The reserved name written on the table with a chalk on the table gives it a personal touch!"
52,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,Het lekkerste eten van oost!,2012-05-20,5,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ea,It's the most delicious food of Easter!
53,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,Wow wat een geweldig aardige staff hier!  Het eten is daarnaast ook nog eens heerlijk. Echt een aanrader!,2012-02-19,18,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7eb,"Wow, what a great nice staff here! The food is also delicious next to it. It's a great recommendation!"
54,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,De entrecote is heerlijk.,2012-02-17,4,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ec,It's a wonderful treat.
55,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,5,0.0,Foursquare,"Bij reservering word je naam met een krijtje op tafel gezet, leuke tent voor stadsdeel Oost",2011-10-14,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ed,"At reservation, your name is placed with a chalk on the table, a nice tent for the Eastern part of the city"
56,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,af,0,0.0,Foursquare,Baambrugs varken is hier de absolute topper!,2011-08-16,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ee,Baambrugs varken is hier de absolute topper!
57,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,"Heerlijk gegeten, fijne keuze op de kaart, attente bediening. Alles top, alleen akoestiek kan beter",2011-05-05,15,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ef,"Great food, fine choice on the map, great choice on the map, waiting service, everything's great, only acoustics can do better"
58,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,Appeltaartje is heerlijk. En probeer het stoofpotje!,2011-03-13,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f0,The appetizer is delicious. And try the stovepot!
59,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,"Met grote groep vrienden heerlijk gegeten. Het verrassingsmenu van de chef is zeker een aanrader, maar ook het stoofpotje met zwijn is top!",2011-03-06,23,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f1,"It was delicious with a big group of friends. The chef's surprise menu is definitely a must-have, but also the sandwich with whales is great!"
60,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,5,0.0,Foursquare,Wifi wachtwoord: ditraadjeni,2011-03-05,3,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f2,"Password: D-Bus, D-Bus, D-Bus."
61,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0.0,Foursquare,Heerlijk gegeten bok restaurant wilde zwijnen vier gangen menu met subtiele Zachte smakengoede balans in elke gang goede ontspannen bediening en heerlijke wijn,2010-11-13,23,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f3,It was a delicious dish eaten by a restaurant that wanted to combine four passages of the menu with subtle subtleties. We enjoyed a good balance of flavors and good food in every single room. We enjoyed relaxing hospitality and delicious wine and wine.
62,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,9,3.0,GooglePlaces,"After eating at WS three times: seafood dishes were very good, but not at all impressed by red meat dishes (steak, veal, haven&#39;t tried the wild swine as not on the menu- wild swine sausage though, was nothing to write home about). Meat generally served very bloody, which is not a problem in itself, but still quite tough. Need to use a knife and some effort to cut and hard to chew. No contrast between seared exterior and rare inside I&#39;d usually look for in a good steak. Pink to bloody all through and tastes as if it&#39;s been stewed. Simple understated flavors, which may work when meat is tender and beautifully cooked, but weren&#39;t enough to carry steak and veal dishes off. General lack of contrast in color, flavor, and texture of meals. But seafood is super fresh and works well with the gentle flavors, also beautifully presented. Obviously talent is there, but patchy outcomes. Nice ambiance. Service good two out of three times.",2013-03-29,169,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d58,"After eating at WS three times: seafood dishes were very good, but not at all impressed by red meat dishes (steak, veal, haven&#39;t tried the wild swine as not on the menu- wild swine sausage though, was nothing to write home about). Meat generally served very bloody, which is not a problem in itself, but still quite tough. Need to use a knife and some effort to cut and hard to chew. No contrast between seared exterior and rare inside I&#39;d usually look for in a good steak. Pink to bloody all through and tastes as if it&#39;s been stewed. Simple understated flavors, which may work when meat is tender and beautifully cooked, but weren&#39;t enough to carry steak and veal dishes off. General lack of contrast in color, flavor, and texture of meals. But seafood is super fresh and works well with the gentle flavors, also beautifully presented. Obviously talent is there, but patchy outcomes. Nice ambiance. Service good two out of three times."
63,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,5.0,GooglePlaces,Unique quality fair. A absolute must to experience if in the neighbourhood.,2013-06-05,12,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d59,Unique quality fair. A absolute must to experience if in the neighbourhood.
64,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,4.0,GooglePlaces,"Lovely place! Friendly staff, relaxed atmosphere and above all, great food.",2012-09-30,11,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d5a,"Lovely place! Friendly staff, relaxed atmosphere and above all, great food."
65,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,5.0,GooglePlaces,Good atmosphere and friendly service. Enjoyed foods very much and reasonable price. Very recommended.,2011-12-09,14,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d5b,Good atmosphere and friendly service. Enjoyed foods very much and reasonable price. Very recommended.
66,28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,4.0,GooglePlaces,Iedere gerecht zijn eigen verrassing en helemaal lekker gegeten en gedronken,2013-11-12,11,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d5c,"Every dish has its own surprise, and it's all eaten and tasted and drunk."
67,26657,Bir Tat Restaurant / Pide Salonu,52.3804313,4.848196137,Food,Amsterdam,en,10,0.0,Foursquare,"Awesome food, highly recommend this place for a bite to eat :) nice host, very friendly.",2013-09-28,15,http://tour-pedia.org/api/getReviewDetails?id=52a7387dae9eef5a5063a84e,"Awesome food, highly recommend this place for a bite to eat :) nice host, very friendly."
