id,name,lat,lng,subCategory,location,language,polarity,rating,source,text,time,wordsCount,details
26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,10,0,Foursquare,Smerigste en slechtste snackbar van a'dam zuid!,2011-07-29,7,http://tour-pedia.org/api/getReviewDetails?id=52a7388dae9eef5a5063af36
26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,10,0,Foursquare,Eet geen gele sneeuw!,2011-03-09,4,http://tour-pedia.org/api/getReviewDetails?id=52a7388dae9eef5a5063af37
26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,0,1,GooglePlaces,"RAMPZALIG SLECHT en GEZONDHEIDSRISICO !!! Na tegenvallen in verleden (hun specialiteiten hebben ze niet!) ze een laatste kans gegeven: broodjes combineren is niet mogelijk (bijv. lam + kouseband (wellicht omdat ze beide niet hadden...?) Dan maar broodje rundvlees meegenomen: ik heb thuis de eerste hap uitgespuugd en de rest weggegooid, want het vlees was koud, KEIHARD, smakeloos en waarschijnlijk al dagen oud! Gun deze mensen aub zo snel als mogelijk hun pensioen...",2013-07-22,70,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3ebe
26910,Ecu Express,52.351271,4.855268,,Amsterdam,nl,0,1,GooglePlaces,Ontzettend onbeschoft personeel. Ik heb een online bestelling gedaan en toen men na 45 minuten vertraging nog steeds niet geweest was en ik ging bellen gooide men tot 3 keer toe de telefoon erop. Ik zal hier nooit meer iets bestellen.,2009-12-20,39,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3ebf
258966,My Burrito,52.366462,4.869018,,Amsterdam,en,5,5,GooglePlaces,"Great, simple burritos. Nice place.",2012-06-09,5,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3f93
258966,My Burrito,52.366462,4.869018,,Amsterdam,en,10,4,GooglePlaces,Nice guy! Burrito good but not too special,2010-11-16,8,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3f94
258966,My Burrito,52.366462,4.869018,,Amsterdam,nl,10,4,GooglePlaces,Herlijk burrito gehad met lekker nacho&#39;s voor en zachte prijs. Leuk beurt ook en gezellig restaurant met een open keuken. Zou ik het helemaal aanbevelen !,2012-04-09,26,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3f95
258646,Café De Zuid,52.376503,4.937813,,Amsterdam,nl,5,4,GooglePlaces,Lekker eten in een prettige sfeer. Vriendelijke bediening. Leuke lokale tent.,2013-07-28,11,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3bc9
258646,Café De Zuid,52.376503,4.937813,,Amsterdam,sv,0,4,GooglePlaces,"Var där en söndag runt 14:00 tiden, och det var inte så mycket folk där, man kunde insupa miljön och njuta av några Nederländska öl medan en skur regn stoppade cykelturen.",2011-05-29,36,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3bca
259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,en,5,5,GooglePlaces,"Really awesome, really quick food. Great sauces. Very nice guy working there. Just all around lekker.",2012-08-07,16,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4951
259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,en,10,5,GooglePlaces,i really liked the sushi made by them ... the cook just rocks and the taste is in it originals.... if u haven&#39;t taste then you must be missin something....good luck n god bless..,2011-04-13,35,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4952
259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,it,10,5,GooglePlaces,Il miglior Wok Tibetano che abbia mai mangiato!!!!!! Per 3 Euro!!!!!! Da provare la salsa segreta dello chef... DA NON PERDERE!!!!!,2012-07-12,20,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4953
259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,nl,10,2,GooglePlaces,"Online een sushi bestelling geplaatst, keurig een bevestiging ontvangen. Is het na een uur nog niet bezorgt. Bij het nabellen wordt mijn bestelling pas na minuten terug gevonden. Vervolgens bellen zij mij later terug met de boodschap: Dat de rijst op is..!? Oftewel, stel prutsers.",2013-03-02,45,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4954
259775,Sonchi Sushi Wok,52.355834,4.900253,,Amsterdam,nl,10,5,GooglePlaces,wuuuaaaauu. nl wat is het lekker om bij sonchi te eten!!! ik ga bijna elke dag. Ten eerste alles is vers vers en ten tweede heel goedkoop en lekker. ik raad iedereen aan om het te proberen en je zult zien waar over ik het heb. een dikke tien.,2012-08-16,49,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f4955
259301,Njoy,52.363776,4.884055,,Amsterdam,en,9,5,GooglePlaces,"One of the best kept secrets of the Leidseplein area! Great atmosphere and really terrific staff! Caroline took such good care of us that we came back several times! (&quot;Sir&quot; says thank you again) The drinks are deliciously creative, like nothing you&#39;ve every tasted! Add this place to your &quot;to-do&quot; list!",2012-06-22,56,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cb
259301,Njoy,52.363776,4.884055,,Amsterdam,en,10,5,GooglePlaces,Best cocktailbar you&#39;ll find in AMS. Everything is fresh made. Great quality and service.,2012-11-24,15,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cc
259301,Njoy,52.363776,4.884055,,Amsterdam,en,10,4,GooglePlaces,Great place to go with the girlies and have cocktails 😋,2013-05-02,10,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cd
259301,Njoy,52.363776,4.884055,,Amsterdam,en,8,4,GooglePlaces,A good variation of cocktails and you can ask the staff for a custom drink if you don&#39;t like what&#39;s on the menu. Place is a bit small and is easily full during the prime hours.,2012-05-12,38,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43ce
259301,Njoy,52.363776,4.884055,,Amsterdam,en,10,5,GooglePlaces,Quality drinks! Nice Ambiance semi exclusive (no bouncer),2012-01-21,8,http://tour-pedia.org/api/getReviewDetails?id=533ecc8aae9eef521e5f43cf
26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,en,10,0,Foursquare,NeighBourFood 🍴🍕🍹Market good food 🍝 vintage 🎀 music 🎵 drinks 🍷every 3rd Sunday of the month at the WesterGasfabriek..❗,2013-07-28,16,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0ad
26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,en,10,0,Foursquare,Petit Gateau makes not only the most beautiful but also the most tasty sweets of the market,2013-05-19,17,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0ae
26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,ro,0,0,Foursquare,Boboti pies are great!,2012-10-28,4,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0af
26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,en,5,0,Foursquare,"bao project: spicy pork buns, tofu or chicken",2012-04-22,8,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0b0
26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,so,0,0,Foursquare,Y🍝U🍤M🍵M🍷Y,2013-07-28,5,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0b1
26958,NeighbourFood,52.38622238,4.872085867,Flea Market,Amsterdam,nl,10,0,Foursquare,Eén keer in de maand op zondag genieten van lekker eten op het Westergasterrein.,2013-04-03,15,http://tour-pedia.org/api/getReviewDetails?id=52a73890ae9eef5a5063b0b2
27892,De Keet,52.338365,4.92647,,Amsterdam,nl,10,0,Foursquare,"De turkse pizza's met dönner en sla en tomaat en kaas en sambal en knoflooksaus à € 3,50 zijn verrukkulluk!",2010-04-07,18,http://tour-pedia.org/api/getReviewDetails?id=52a738ccae9eef5a5063e3fe
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,"The food is ambitious, an international menu with a Dutch twist offering both classics and more inventive dishes, and changing for each of the seasons.",2013-10-18,25,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7da
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0,Foursquare,Delicious and real Dutch cuisine.,2013-07-13,5,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7db
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0,Foursquare,"Can't go wrong with anything on the menu. Delicious, fresh, elegant food. Definitely make a reservation.",2013-05-17,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7dc
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,A good restaurant to eat. Worth trying :),2013-02-19,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7dd
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,"Love everything about this place. If you want to save some bucks and get extra special attention, go there for lunch!",2012-08-04,21,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7de
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,"If you like really great food, this is the place to go. Lamsbout as primary is really good. Nice detail about how they serve tea: the tea bags are placed in a hollow brick. Nice creative touch.",2012-06-15,37,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7df
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,af,0,0,Foursquare,Entrecôte was 2 die 4,2012-05-27,4,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e0
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,Tell the chef you love/know/are the Gaslamp Killer and he will cook the best menu of his life for you.,2011-09-04,22,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e1
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,3 course is also great!,2011-09-03,4,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e2
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,Really good and weirdly affordable food.,2011-08-16,6,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e3
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0,Foursquare,"Order the snack platter with cheese from Kef, roasted beetroots, gherkins, farmer's pate and sourdough bread.",2011-04-22,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e4
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,5,0,Foursquare,"Cool new restaurant: peeps, vibe, food...",2010-09-29,6,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e5
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,Have the chef's 4-course meal. It's great. Also: look inside the kitchen. You might learn something.,2010-08-06,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e6
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,0,Foursquare,The 4 course chef menue is highly recommended.,2010-06-20,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e7
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,Puur en ongedwongen. Heerlijk gegeten en vriendelijke bediening.,2013-10-04,8,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e8
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,"Leuk restaurant, heerlijk gegeten. De gereserveerde naam geschreven op de tafel met een krijtje geeft het een persoonlijk tintje!",2013-04-20,19,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7e9
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,Het lekkerste eten van oost!,2012-05-20,5,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ea
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,Wow wat een geweldig aardige staff hier!  Het eten is daarnaast ook nog eens heerlijk. Echt een aanrader!,2012-02-19,18,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7eb
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,De entrecote is heerlijk.,2012-02-17,4,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ec
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,5,0,Foursquare,"Bij reservering word je naam met een krijtje op tafel gezet, leuke tent voor stadsdeel Oost",2011-10-14,16,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ed
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,af,0,0,Foursquare,Baambrugs varken is hier de absolute topper!,2011-08-16,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ee
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,"Heerlijk gegeten, fijne keuze op de kaart, attente bediening. Alles top, alleen akoestiek kan beter",2011-05-05,15,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7ef
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,Appeltaartje is heerlijk. En probeer het stoofpotje!,2011-03-13,7,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f0
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,"Met grote groep vrienden heerlijk gegeten. Het verrassingsmenu van de chef is zeker een aanrader, maar ook het stoofpotje met zwijn is top!",2011-03-06,23,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f1
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,5,0,Foursquare,Wifi wachtwoord: ditraadjeni,2011-03-05,3,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f2
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,0,Foursquare,Heerlijk gegeten bok restaurant wilde zwijnen vier gangen menu met subtiele Zachte smakengoede balans in elke gang goede ontspannen bediening en heerlijke wijn,2010-11-13,23,http://tour-pedia.org/api/getReviewDetails?id=52a738d6ae9eef5a5063e7f3
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,9,3,GooglePlaces,"After eating at WS three times: seafood dishes were very good, but not at all impressed by red meat dishes (steak, veal, haven&#39;t tried the wild swine as not on the menu- wild swine sausage though, was nothing to write home about). Meat generally served very bloody, which is not a problem in itself, but still quite tough. Need to use a knife and some effort to cut and hard to chew. No contrast between seared exterior and rare inside I&#39;d usually look for in a good steak. Pink to bloody all through and tastes as if it&#39;s been stewed. Simple understated flavors, which may work when meat is tender and beautifully cooked, but weren&#39;t enough to carry steak and veal dishes off. General lack of contrast in color, flavor, and texture of meals. But seafood is super fresh and works well with the gentle flavors, also beautifully presented. Obviously talent is there, but patchy outcomes. Nice ambiance. Service good two out of three times.",2013-03-29,169,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d58
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,5,GooglePlaces,Unique quality fair. A absolute must to experience if in the neighbourhood.,2013-06-05,12,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d59
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,4,GooglePlaces,"Lovely place! Friendly staff, relaxed atmosphere and above all, great food.",2012-09-30,11,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d5a
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,en,10,5,GooglePlaces,Good atmosphere and friendly service. Enjoyed foods very much and reasonable price. Very recommended.,2011-12-09,14,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d5b
28058,Wilde Zwijnen,52.363562,4.940367,,Amsterdam,nl,10,4,GooglePlaces,Iedere gerecht zijn eigen verrassing en helemaal lekker gegeten en gedronken,2013-11-12,11,http://tour-pedia.org/api/getReviewDetails?id=533ecc89ae9eef521e5f3d5c
26657,Bir Tat Restaurant / Pide Salonu,52.3804313,4.848196137,Food,Amsterdam,en,10,0,Foursquare,"Awesome food, highly recommend this place for a bite to eat :) nice host, very friendly.",2013-09-28,15,http://tour-pedia.org/api/getReviewDetails?id=52a7387dae9eef5a5063a84e
26657,Bir Tat Restaurant / Pide Salonu,52.3804313,4.848196137,Food,Amsterdam,en,5,0,Foursquare,"The best ""Etli Ekmek"" in Amsterdam. A great Turkish family restaurant/grillroom.",2011-07-04,12,http://tour-pedia.org/api/getReviewDetails?id=52a7387dae9eef5a5063a84f
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,en,10,0,Foursquare,Excellent service with great food overseeing the Lake view! Highly recommended :),2013-06-01,11,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a51c
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,en,5,0,Foursquare,Try the Peking Duck! Exquise!,2013-01-05,5,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a51d
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,en,5,0,Foursquare,Try the roast duck,2011-08-26,4,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a51e
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,nl,10,0,Foursquare,"De Peking eend is heerlijk, het Peking Menu nog fijner! Plus goede service.",2012-03-11,13,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a51f
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,af,0,0,Foursquare,Ossehaas dubbel pittig = top+,2011-04-03,4,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a520
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,nl,10,0,Foursquare,"Goede kaart met verassende shaken, zeer vriendelijke en gastvrije bediening.",2010-12-23,10,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a521
26364,Canton,52.3599922,4.80796817,Chinese Restaurant,Amsterdam,nl,10,0,Foursquare,Tipan ossenhaas met zwarte bonen saus is heerlijk. Tijdens de zomer heb je op dinsdagavond uitzicht op zeilende bootjes.,2010-05-08,19,http://tour-pedia.org/api/getReviewDetails?id=52a7386aae9eef5a5063a522
26813,Steakhouse,52.34100535,4.855881489,Steakhouse,Amsterdam,en,0,0,Foursquare,Toilets smell really bad.. (Sweaty socks),2010-05-06,6,http://tour-pedia.org/api/getReviewDetails?id=52a73887ae9eef5a5063ac3c
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,Broodje salami is een aanrader,2013-04-08,5,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a990
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,"Heerlijke broodjes voor een goede prijs, vriendelijke en bevlogen bediening. Aanrader!",2012-10-08,11,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a991
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,Heerlijke broodjes en koffie!,2012-04-26,4,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a992
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,"Heerlijke broodjes, prijs waard!",2011-12-17,4,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a993
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,"Heerlijke broodjes, relaxte sfeer. Fijne loungebank. My new favorite hangout.",2011-10-13,10,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a994
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,Heerlijke broodjes en fijn sfeertje. Heerlijk chillen op de bank.,2011-10-13,10,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a995
26737,DeLuka,52.38481778,4.855211595,Sandwich Place,Amsterdam,nl,10,0,Foursquare,Heerlijke broodjes!!,2010-12-28,2,http://tour-pedia.org/api/getReviewDetails?id=52a73882ae9eef5a5063a996
260073,Pool lokaal De Gracht,52.362713,4.909748,,Amsterdam,en,10,5,GooglePlaces,"Found this pool hall after about 7 months living in Amsterdam (they seem quite hard to track down). Mellow atmosphere, super-friendly staff and excellent quality tables. Weighs in at about 11€ per hour, I think I&#39;ll end up being a regular there.",2013-11-02,41,http://tour-pedia.org/api/getReviewDetails?id=533ecc8bae9eef521e5f4d14
260073,Pool lokaal De Gracht,52.362713,4.909748,,Amsterdam,en,10,5,GooglePlaces,"Great, old style pool hall. I went during a random wandering around the city, abs came across it by chance. Went in and because I was alone, played some pool for two hours and paid about six euros. Very nice looking place and enjoyed myself thoroughly. Definitely coming back any time I&#39;m in the area with nothing to do or an itching to play pool and/or practise.",2013-07-18,69,http://tour-pedia.org/api/getReviewDetails?id=533ecc8bae9eef521e5f4d15
260073,Pool lokaal De Gracht,52.362713,4.909748,,Amsterdam,nl,5,5,GooglePlaces,Fijn poolcentrum,2013-08-24,2,http://tour-pedia.org/api/getReviewDetails?id=533ecc8bae9eef521e5f4d16
260073,Pool lokaal De Gracht,52.362713,4.909748,,Amsterdam,en,0,5,GooglePlaces,"During our stay in Amsterdam we stumbled upon this nice and friendly pool hall. Since we were kinda lost cause we took a wrong side street we went in to get us back on route and have a drink. The staff were super friendly, helping us out and providing us with info about public transport, clubs and other stuff to see in Amsterdam. We decided to stay a little longer in this pool hall and racked up the balls to shoot some pool. As the night fell it got crowdier and there was a lot of fun and laughter. People were playing cards, shooting pool, playing regular billiards, board games, darts and drinking and chatting at the bar. We met up with a couple of locals, which was loads of fun. For the rest of our stay we ended up in De Gracht, we also had fun trying to pronounce the name right, five more times and had equally as much fun every time! It was truly awesome finding this place without intention, so whenever we&#39;re back in Amsterdam we will go back to De Gracht as much as possible. And whenever you&#39;re in Amsterdam look up this place, go there and you&#39;ll surely witness the amount of fun we had there.",2012-04-24,215,http://tour-pedia.org/api/getReviewDetails?id=533ecc8bae9eef521e5f4d17
260073,Pool lokaal De Gracht,52.362713,4.909748,,Amsterdam,nl,5,5,GooglePlaces,"leuke plaats om te poolen en drinken, bezoek ik bijna twee keer per week :)",2012-06-15,14,http://tour-pedia.org/api/getReviewDetails?id=533ecc8bae9eef521e5f4d18
258341,Caprese,52.370241,4.889192,,Amsterdam,en,10,4,GooglePlaces,Best Italian that I know in amsterdam. Fresh food. Homemade pastas. Friendly service. Many locals too. Authentic Italian food. Highly recommended!,2012-11-29,21,http://tour-pedia.org/api/getReviewDetails?id=533ecc88ae9eef521e5f3840
258341,Caprese,52.370241,4.889192,,Amsterdam,en,10,3,GooglePlaces,Simple small and cozy Italian. Nothing that extraordinary but good pasta. Decent value.,2012-04-24,13,http://tour-pedia.org/api/getReviewDetails?id=533ecc88ae9eef521e5f3841
258341,Caprese,52.370241,4.889192,,Amsterdam,en,1,1,GooglePlaces,"I had Penne with spicy tomato sauce with bacon. The dish was cold, no spicy at all and one very small piece of bacon. The waiter didn&#39;t want to serve us water from the tap. We waited 40 minutes in the cold. Paying 13€ for a dish that is worth 1€ is really unacceptable. I DO NOT recommend this restaurant.",2011-06-12,58,http://tour-pedia.org/api/getReviewDetails?id=533ecc88ae9eef521e5f3842
258341,Caprese,52.370241,4.889192,,Amsterdam,de,0,4,GooglePlaces,Wir hatten einen lustigen Abend mit gutem Essen!,2013-10-13,8,http://tour-pedia.org/api/getReviewDetails?id=533ecc88ae9eef521e5f3843
